"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-11-30,"Murray, KY","KY",561,971,0.0167539267015707,0.0114583333333333,-0.0725883476599809,7478
2018-11-30,"Huntington, IN","IN",562,885,0.00797266514806378,0.0114285714285714,-0.0401301518438178,13425
2018-11-30,"Mayfield, KY","KY",563,861,0.00819672131147541,0.0141342756183746,0.0165289256198347,2590
2018-11-30,"Escanaba, MI","MI",564,901,0.0203850509626274,0.0308924485125858,0.00111111111111111,23469
2018-11-30,"Astoria, OR","OR",565,1532,0.00327439423706614,0.00393184796854522,-0.0436953807740325,17323
2018-11-30,"Peru, IN","IN",566,763,0.00792602377807133,0.00394736842105263,-0.0353982300884956,11562
2018-11-30,"Coshocton, OH","OH",567,853,0.00352941176470588,0.00471142520612485,-0.0328798185941043,9118
2018-11-30,"Newton, IA","IA",568,1044,0.00578034682080925,0.00481231953801732,-0.0430797433547204,12736
2018-11-30,"Fremont, NE","NE",569,1146,0.00350262697022767,0.00614574187884109,0.00438212094653812,11202
2018-11-30,"Hutchinson, MN","MN",570,1269,0.00874403815580286,0.0135782747603834,0.0275303643724696,12622
2018-11-30,"Batesville, AR","AR",571,864,0.0105263157894737,0.0176678445229682,0.032258064516129,8702
2018-11-30,"Owatonna, MN","MN",572,1253,0.0121163166397415,0.0145748987854251,-0.0249027237354086,14024
2018-11-30,"Vidalia, GA","GA",573,1025,0.00490196078431373,0.00490196078431373,0.025,7326
2018-11-30,"Laramie, WY","WY",574,1149,0.005249343832021,0.007011393514461,-0.0448877805486284,11216
2018-11-30,"Plainview, TX","TX",575,896,0.00111731843575419,0.00335946248600224,0.00561167227833894,9730
2018-11-30,"Big Spring, TX","TX",576,1037,0.00875486381322957,0.00875486381322957,-0.0216981132075472,10226
2018-11-30,"Laurinburg, NC","NC",577,835,0.00723763570566948,0.00602409638554217,0.00845410628019324,6065
2018-11-30,"Dixon, IL","IL",578,1084,0.0236071765816808,0.0343511450381679,-0.0474516695957821,12281
2018-11-30,"Alexandria, MN","MN",579,1320,0.0068649885583524,0.0130468150422103,-0.0052750565184627,13204
2018-11-30,"DeRidder, LA","LA",580,1144,0.000874890638670166,0.00350877192982456,0.0651769087523277,8357
2018-11-30,"Lebanon, MO","MO",581,819,0.0049079754601227,0.00738007380073801,0.02375,9537
2018-11-30,"Coffeyville, KS","KS",582,656,0.0123456790123457,0.0154798761609907,-0.00606060606060606,12558
2018-11-30,"Seneca Falls, NY","NY",583,1333,-0.000749625187406297,0.00452147701582517,-0.00224550898203593,9906
2018-11-30,"Sulphur Springs, TX","TX",584,1316,0.00920245398773006,0.0146491904394757,-0.00679245283018868,7981
2018-11-30,"Martin, TN","TN",585,859,0.0141676505312869,0.0165680473372781,-0.00232288037166086,12401
2018-11-30,"Susanville, CA","CA",586,1295,0.00778210116731518,0.00778210116731518,0.0109289617486339,9471
2018-11-30,"Arcadia, FL","FL",587,1290,0.000775795190069822,0.0015527950310559,0.0411622276029056,6803
2018-11-30,"Junction City, KS","KS",588,1041,-0.00573065902578797,-0.00762631077216397,-0.0361111111111111,10130
2018-11-30,"Butte, MT","MT",589,880,0.0365135453474676,0.0463733650416171,0.0451306413301663,11916
2018-11-30,"Angola, IN","IN",590,1140,0,0,-0.0214592274678112,13577
2018-11-30,"Dodge City, KS","KS",591,883,-0.00897867564534231,-0.0111982082866741,0.0363849765258216,8516
2018-11-30,"Brenham, TX","TX",592,1404,0.00501073729420186,0.00357398141529664,-0.0126582278481013,8572
2018-11-30,"Emporia, KS","KS",593,753,0.0175675675675676,0.0175675675675676,0.0818965517241379,10075
2018-11-30,"Jackson, OH","OH",594,862,0.0105509964830012,0.0177095631641086,-0.028184892897407,5697
2018-11-30,"Frankfort, IN","IN",595,846,0.00475059382422803,0.00355871886120996,-0.0824295010845987,12607
2018-11-30,"Taos, NM","NM",596,1249,0.00401929260450161,0.00482703137570394,-0.0211598746081505,15280
2018-11-30,"Malvern, AR","AR",597,857,0.00586854460093897,-0.00348837209302326,0.0106132075471698,8353
2018-11-30,"Troy, AL","AL",598,980,0.00823045267489712,0.012396694214876,-0.00203665987780041,5881
2018-11-30,"Cambridge, MD","MD",599,1305,0.00928074245939675,0.0131987577639752,0,20448
2018-11-30,"Vernal, UT","UT",600,899,-0.00111111111111111,0,-0.0281081081081081,9920
2018-11-30,"Kingsville, TX","TX",601,1078,0.0150659133709981,0.00747663551401869,-0.0155251141552511,6433
2018-11-30,"Madison, IN","IN",602,924,0.00108342361863489,-0.00645161290322581,-0.0304302203567681,9500
2018-11-30,"Hastings, NE","NE",603,1094,-0.0170709793351303,-0.0232142857142857,-0.0292812777284827,8520
2018-11-30,"Albert Lea, MN","MN",604,1037,0.00484496124031008,0.00484496124031008,-0.0235404896421846,13504
2018-11-30,"Lincoln, IL","IL",605,964,0.010482180293501,0.0158061116965227,-0.036963036963037,8823
2018-11-30,"Jesup, GA","GA",606,1045,0.00577478344562079,0.00868725868725869,0.0295566502463054,6557
2018-11-30,"Alpena, MI","MI",607,860,0.00938967136150235,0.0153482880755608,0.016548463356974,16707
2018-11-30,"Silver City, NM","NM",608,830,0.0387984981226533,0.0493046776232617,0.041405269761606,8360
2018-11-30,"Washington Court House, OH","OH",609,955,0.00420609884332282,0,-0.0304568527918782,8104
2018-11-30,"Van Wert, OH","OH",610,908,0.00776914539400666,0.0111358574610245,0.0145251396648045,9028
2018-11-30,"Ludington, MI","MI",611,1001,0.00704225352112676,0.0080563947633434,-0.0384245917387128,16203
2018-11-30,"Hays, KS","KS",612,1112,0.00815956482320943,0.00999091734786558,0.0373134328358209,8850
2018-11-30,"Hailey, ID","ID",613,1490,0,-0.00134048257372654,-0.0858895705521472,12104
2018-11-30,"Great Bend, KS","KS",614,745,-0.00401069518716578,-0.00534045393858478,-0.00534045393858478,9748
2018-11-30,"Weatherford, OK","OK",615,920,0.00327153762268266,0.00436681222707424,-0.0315789473684211,8686
2018-11-30,"Grants, NM","NM",616,946,0.0150214592274678,0.0204962243797195,-0.00316122233930453,4119
2018-11-30,"Thomaston, GA","GA",617,863,0.0129107981220657,0.016489988221437,0.017688679245283,9380
2018-11-30,"Mountain Home, ID","ID",618,1010,0.0140562248995984,0.0160965794768612,0.024340770791075,9857
2018-11-30,"Altus, OK","OK",619,707,-0.0111888111888112,-0.0111888111888112,-0.0548128342245989,9279
2018-11-30,"Boone, IA","IA",620,1058,0.00666032350142721,0.00761904761904762,-0.0266789328426863,10089
2018-11-30,"Toccoa, GA","GA",621,1038,0.0156555772994129,0.0236686390532544,0.0156555772994129,8235
2018-11-30,"Ottawa, KS","KS",622,961,-0.00207684319833853,-0.00207684319833853,0.010515247108307,7426
2018-11-30,"Marshall, MN","MN",623,1161,0.00868809730668984,0.012205754141238,-0.0300751879699248,8223
2018-11-30,"La Grande, OR","OR",624,1299,0.0244479495268139,0.0276898734177215,-0.00688073394495413,7254
2018-11-30,"Greensburg, IN","IN",625,1004,0.00500500500500501,0.004,-0.029951690821256,8611
2018-11-30,"Mexico, MO","MO",626,873,0.0139372822299652,0.0174825174825175,0,7948
2018-11-30,"Moberly, MO","MO",627,855,0.00825471698113208,0.0142348754448399,0.0178571428571429,6905
2018-11-30,"The Dalles, OR","OR",628,1430,0.0185185185185185,0.0228898426323319,-0.0225563909774436,8072
2018-11-30,"Fallon, NV","NV",629,1327,0.0184190330007675,0.0255023183925811,0.0294802172226532,5959
2018-11-30,"Fredericksburg, TX","TX",630,1660,0.00545124167171411,0.00484261501210654,-0.0292397660818713,5608
2018-11-30,"Connersville, IN","IN",631,713,0.0171184022824536,0.0214899713467049,-0.0429530201342282,8459
2018-11-30,"Spearfish, SD","SD",632,1258,0.0064,0.00801282051282051,-0.010228166797797,7555
2018-11-30,"Steamboat Springs, CO","CO",633,1937,0.0015511892450879,-0.00717580727831881,-0.0504901960784314,18202
2018-11-30,"Cordele, GA","GA",634,905,0.00555555555555556,0.00779510022271715,0.00891861761426979,4925
2018-11-30,"Wahpeton, ND","ND",635,1038,-0.00954198473282443,-0.00574712643678161,-0.030812324929972,8652
2018-11-30,"Mitchell, SD","SD",636,1077,-0.00645756457564576,-0.0137362637362637,-0.0511013215859031,6255
2018-11-30,"Sterling, CO","CO",637,1304,0.0100697134004648,-0.00229533282325937,-0.0319227913882702,5626
2018-11-30,"Pampa, TX","TX",638,999,0.00100200400801603,0.00200601805416249,-0.0234604105571848,6168
2018-11-30,"Brookings, OR","OR",639,1507,0.0100536193029491,0.0127688172043011,0.0134498991257566,8324
2018-11-30,"Hood River, OR","OR",640,1809,0.00723830734966592,0.00892359174567764,-0.00767964893033461,7300
2018-11-30,"Beatrice, NE","NE",641,1085,-0.0145322434150772,-0.0207581227436823,0.00649350649350649,6495
2018-11-30,"Elk City, OK","OK",642,842,0.00477326968973747,0.00357568533969011,-0.0344036697247706,6652
2018-11-30,"Dumas, TX","TX",643,1037,-0.00192492781520693,-0.00192492781520693,-0.0104961832061069,5407
2018-11-30,"Price, UT","UT",644,999,0.0438871473354232,0.0526870389884089,-0.00398803589232303,7237
2018-11-30,"Worthington, MN","MN",645,1030,0.031031031031031,0.0383064516129032,-0.0585009140767824,5621
2018-11-30,"Pierre, SD","SD",646,1198,0.000835421888053467,0,-0.0522151898734177,5065
2018-11-30,"Prineville, OR","OR",647,1421,0.00995024875621891,0.00923295454545455,0.000704225352112676,7346
2018-11-30,"Woodward, OK","OK",648,916,-0.00434782608695652,-0.0075839653304442,-0.0614754098360656,6934
2018-11-30,"Othello, WA","WA",649,1264,-0.00157977883096367,0.0039714058776807,0.0542118432026689,3355
2018-11-30,"Los Alamos, NM","NM",650,1453,-0.00342935528120713,-0.00819112627986348,0.077893175074184,7789
2018-11-30,"Atchison, KS","KS",651,848,0.00712589073634204,0.00593119810201661,-0.026406429391504,6497
2018-11-30,"Snyder, TX","TX",652,983,0.00306122448979592,-0.00203045685279188,-0.0353287536800785,4812
2018-11-30,"Fairfield, IA","IA",653,968,0.0020703933747412,-0.00308959835221421,-0.0656370656370656,4186
2018-11-30,"Winnemucca, NV","NV",654,1303,0.0187646598905395,0.0259842519685039,0.02356637863315,2498
2018-11-30,"Sweetwater, TX","TX",655,978,0.0103305785123967,0.00928792569659443,0.00617283950617284,5345
2018-11-30,"Andrews, TX","TX",656,1246,-0.000801924619085806,-0.00399680255795364,-0.0415384615384615,3761
2018-11-30,"Craig, CO","CO",657,1315,0.0217560217560218,0.0233463035019455,0.0436507936507936,4215
2018-11-30,"Pecos, TX","TX",658,968,0.0125523012552301,0.0104384133611691,-0.0112359550561798,2373
2018-11-30,"Vernon, TX","TX",659,984,0.00923076923076923,0.0154798761609907,-0.0428015564202335,4101
